RefSeq	Log2_FC	logCPM	LR	Pval	Padj	Chr	Strand	Start	End	Symbol	txLength	countLength	WL650_none_aortic_HAoEC_none_hsap_1487_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL647_none_aortic_HAoEC_none_hsap_2139_Basal_TCAG1Aligned_uniq_sortedByReadname.bam	WL649_none_aortic_HAoEC_none_hsap_1487_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam	WL645_none_aortic_HAoEC_none_hsap_2139_TNFa.DMSO_TCAG1Aligned_uniq_sortedByReadname.bam
NM_182925	0.0476056175723361	6.22950734650828	0.00994176305817973	0.920575839396232	1	chr5	-	180028505	180076624	FLT4	48119	5857	6.69710962295338	5.53111838459729	6.60342883470213	5.72029196358194
NM_182932	-2.82906055668938	-2.69328459949363	4.94553764162512	0.0261581019655492	0.328285046403957	chr14	-	70510933	70655787	SLC8A3	144854	5250	-6.92635048729141	-1.69054874406503	-4.3448530344316	-6.92635048729141
NM_182943	-0.136844209425177	6.87052458446131	0.0836851876642868	0.772364114797104	1	chr3	-	145787227	145879282	PLOD2	92055	4059	6.76927789851027	7.08771879240334	6.64656551631503	6.93677122565265
NM_182961	0.199576171891213	5.79468190712261	0.174061044617716	0.676527563199101	1	chr6	-	152442818	152958534	SYNE1	515716	27748	5.48044961648423	5.88482230420588	5.82625584668117	5.93850743381578
NM_182965	0.144091454229201	5.34362241791207	0.0919461663769638	0.76171743588871	1	chr17	+	74380689	74383941	SPHK1	3252	2184	5.11730012577692	5.40843079386388	5.32392945619153	5.49016522864555
NM_182970	1.6665552997375e-17	-3.92635065335074	0	1	1	chr20	-	43380444	43438979	RIMS4	58535	5207	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182971	1.6665552997375e-17	-3.92635065335074	0	1	1	chr14	+	93813536	93814700	COX8C	1164	531	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182972	0.0166008568105149	6.65771846418051	0.00122525293406284	0.9720768597575	1	chr1	-	234740014	234745271	IRF2BP2	5257	4663	6.9315577291919	6.31464453178128	6.87079493327857	6.40863064752264
NM_182973	1.6665552997375e-17	-3.92635065335074	0	1	1	chr19	+	2389783	2426086	TMPRSS9	36303	3180	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182974	1.6665552997375e-17	-3.92635065335074	0	1	1	chr9	-	138515501	138531386	GLT6D1	15885	1526	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_182976	0.549800845735503	2.86652700186014	0.91533490053666	0.338702863838512	1	chr1	+	90460677	90494094	ZNF326	33417	2722	2.52517972005018	2.31742374467229	3.7931538629589	2.14084337985255
NM_182978	-1.93688646984859	-0.166140278514562	2.93181818244916	0.0868496319929884	0.779875927303563	chr18	+	11689013	11885683	GNAL	196670	6475	0.193676457450451	-0.179800469930364	0.444554977316372	-6.92635048729141
NM_182981	-0.893575438138071	3.31378946641405	3.38744142650631	0.065694817384781	0.643625686307803	chr16	+	83986826	83999937	OSGIN1	13111	1940	3.53302090959525	3.81684054565351	2.60282580863294	2.96001704253761
NM_183013	1.10665045494333	1.60366590316175	2.50507615673052	0.113479998977224	0.91178795953783	chr10	+	35415768	35501886	CREM	86118	2714	-0.278708952274323	1.81008739133348	2.06667808719005	1.76859338432122
NM_183058	1.6665552997375e-17	-3.92635065335074	0	1	1	chr10	-	30900707	30918647	LYZL2	17940	774	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_183061	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	-	111859751	112013074	SLC9C1	153323	4123	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_183062	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	+	228003417	228034171	PRSS38	30754	1243	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_183075	0.150591716869236	3.49955660080859	0.0974231741698288	0.754944117318392	1	chr4	+	108852716	108874613	CYP2U1	21897	4752	3.27724881392256	3.52717790870275	3.31742139412878	3.78651512648066
NM_183230	4.49262777277309	-3.14900122372181	6.28571780499885	0.0121714771787509	0.183230075366602	chr17	-	37913967	38020441	IKZF3	106474	9550	-6.92635048729141	-6.92635048729141	-6.9263504872914	-2.5113999722619
NM_183233	-1.38751138638027	0.424695397502369	6.18323242165269	0.0128966464669847	0.191708548502163	chr11	+	2920950	2946476	SLC22A18	25526	1542	0.862232801507875	0.909245797642062	-0.780703763422907	-0.24461682066987
NM_183235	-0.479054013893813	2.84137153981874	0.874716767864323	0.349652809002277	1	chr15	-	55495163	55582013	RAB27A	86850	3449	2.83598154722741	3.23538211113169	2.74192090167727	2.3758165097167
NM_183237	-0.112253006572773	3.47532019392171	0.0484068772645898	0.82585898228106	1	chr3	+	141457050	141465645	RNF7	8595	1994	3.35934961983499	3.6570196015745	3.64975174345636	3.14405202102332
NM_183240	-0.0601345714452388	4.18125560176459	0.0147311094450302	0.903396566393033	1	chr2	+	120189445	120196096	TMEM37	6651	1687	3.21796603971233	4.86500633359443	3.45319786550616	4.51612746813262
NM_183241	-0.755332043212957	2.85005232790334	2.388002316416	0.122269786456801	0.951642986383333	chr9	+	139886869	139888428	C9orf142	1559	812	2.73963357279647	3.50051507098397	2.03816556213729	2.69418550270631
NM_183242	-4.81434064121374	-2.90431676769954	7.57009956149735	0.0059344505977886	0.101799479547935	chr1	+	92545861	92613401	BTBD8	67540	1447	-1.77554042827746	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_183245	0.549199513244811	3.26950709916289	1.2668123845235	0.26036552722565	1	chr9	+	102861501	103063426	INVS	201925	3379	2.998533842595	2.91607649196575	3.38124204747124	3.62974500874088
NM_183323	-0.107629432620685	4.75217382715191	0.0488459977752385	0.825083629036234	1	chr5	-	43526369	43557521	PAIP1	31152	2363	4.54790953318853	5.03389036658287	4.67959385086836	4.68814032823099
NM_183337	-0.0351244995801548	3.63414284041882	0.00532294725821458	0.941839116924375	1	chr16	-	318299	325943	RGS11	7644	2404	3.34933891811277	3.87137150472799	3.21287735209527	3.93580820028933
NM_183353	-0.139710795559831	5.80656727999459	0.0869517096629422	0.768088795166691	1	chrX	-	73802810	73834461	RLIM	31651	10629	5.80644661130502	5.93688802998942	5.66428224687014	5.79964630415559
NM_183357	1.6665552997375e-17	-3.92635065335074	0	1	1	chr3	-	123001142	123167392	ADCY5	166250	6098	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_183372	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	-	147574322	147624469	NBPF11	50147	3491	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_183373	0.109095804996721	7.42592270105963	0.0509165545117867	0.821476007029424	1	chr6	-	3722835	3752246	PXDC1	29411	2194	7.27610137637531	7.45410287237926	7.61246201433714	7.33603242373949
NM_183374	-6.6896184418662	-1.8358781376633	23.30027011059	1.38580542066691e-06	0.000176136799037517	chr10	+	94821020	94828454	CYP26C1	7434	1569	-1.09080485985984	-1.32089954043659	-6.9263504872914	-6.92635048729141
NM_183375	1.6665552997375e-17	-3.92635065335074	0	1	1	chr4	+	152198324	152212605	PRSS48	14281	987	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_183376	1.20180532880482	-1.43084981772553	2.82291503659582	0.0929274971602487	0.811826723649459	chr15	+	98503932	98517068	ARRDC4	13136	4067	-2.42945018108117	-2.40221342648278	-1.76046885166544	-0.822569824861151
NM_183378	6.43526337019903	-2.01175778587966	16.9162295787269	3.90661382928773e-05	0.00214444790432032	chr12	-	29580488	29650619	OVCH1	70131	3420	-6.92635048729141	-6.92635048729141	-6.9263504872914	-0.563035910242824
NM_183387	1.6665552997375e-17	-3.92635065335074	0	1	1	chr14	-	89081173	89259096	EML5	177923	7171	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_183397	0.258154419971507	2.63571631912037	0.251825701058515	0.6157924689877	1	chr20	-	32290549	32308136	PXMP4	17587	5525	2.46154717595365	2.45867387433555	2.32452584206853	3.10253873890332
NM_183399	0.0360155718183056	2.75635957722815	0.00549186937079149	0.940925127696286	1	chr5	+	141346401	141369856	RNF14	23455	4000	2.72422262801452	2.72530169666195	2.67867452658998	2.84165076210579
NM_183412	0.001575209818744	3.40139570114677	7.73052889257997e-06	0.997781578294777	1	chr1	+	11714431	11723384	FBXO44	8953	2934	2.998533842595	3.57906932706543	2.55331204984969	4.01501352473713
NM_183415	0.124920199000209	6.38746780377849	0.0673996941392829	0.795161142154793	1	chr12	+	109915427	109974510	UBE3B	59083	5399	6.53709364630395	6.09163908616785	6.46703178630878	6.41146660300771
NM_183421	-0.741056998652934	1.8929322478011	1.85972271629407	0.172656806186884	1	chr8	+	356807	419875	FBXO25	63068	2441	1.81599699260619	2.50539921987724	1.60477705862553	1.24876155668019
NM_184087	1.6665552997375e-17	-3.92635065335074	0	1	1	chr8	+	67039277	67087718	TRIM55	48441	1842	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_187841	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	+	27505296	27530307	TRIM54	25011	1934	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_194071	0.105417915021722	9.11568412690594	0.0497656592510225	0.823471546823765	1	chr7	-	137559724	137686847	CREB3L2	127123	7456	9.13083449083849	8.99065896371522	9.20712211148356	9.12520267194654
NM_194247	-0.0468580333268383	3.99827797801754	0.00908335342604261	0.924071277883024	1	chr2	+	178077421	178088685	HNRNPA3	11264	5735	4.02004935267943	3.99112512639836	3.70521119369263	4.21005105047379
NM_194248	-6.16732147498325	-2.02426266240121	15.0197019952496	0.000106394605669097	0.0042598330701086	chr2	-	26680070	26781566	OTOF	101496	7156	-0.40858374108803	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_194249	6.54924439429846	-1.9285964325633	17.7506753853501	2.51828076239693e-05	0.00161090149998772	chr5	-	140050380	140053171	DND1	2791	1603	-6.92635048729141	-6.92635048729141	-6.9263504872914	-0.448907300404805
NM_194250	-2.98477045121891	-3.59801532774275	2.29726008543977	0.129602438471443	0.98058768668485	chr2	+	185463092	185804214	ZNF804A	341122	4685	-3.65858380541374	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_194251	3.94407163644525	-3.36236576475911	4.47251290000849	0.0344442984684448	0.405543953016795	chr5	-	145894416	145895676	GPR151	1260	1260	-6.92635048729141	-6.92635048729141	-6.9263504872914	-3.06293747938121
NM_194255	0.0987182910784218	5.05117548324757	0.0413731764440399	0.838819294308277	1	chr21	-	46934628	46962385	SLC19A1	27757	2872	5.19481884527273	4.78835296027601	5.06596496355849	5.11432363716635
NM_194260	0.201592018971466	6.43553963051409	0.180779272980047	0.670704399264747	1	chr16	+	1359153	1377019	UBE2I	17866	2980	6.55299138368177	6.07817845693421	6.69302938897718	6.34132031939017
NM_194272	-0.878086942738702	1.52908409525977	2.75435526042515	0.0969899085281468	0.830377435671811	chr15	-	65032094	65067770	RBPMS2	35676	1994	2.03166165498011	1.62499593554747	1.52482954199484	0.367158203957403
NM_194277	1.6665552997375e-17	-3.92635065335074	0	1	1	chrX	-	131211020	131262050	FRMD7	51030	3202	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_194280	-0.240419605203155	4.9374653201454	0.219359008154385	0.639528756572157	1	chr16	+	29973350	29984373	TMEM219	11023	996	5.07843656687854	4.9728519831004	4.39479753373735	5.17343568857994
NM_194281	0.0737523095836382	3.05967029021892	0.0227862005067756	0.880014379373089	1	chr18	-	33048290	33077955	INO80C	29665	980	3.28777058359246	2.70542705081598	3.1806298915821	2.96001704253761
NM_194283	0.439053634117038	3.78674146763016	0.83138572758439	0.361872137280599	1	chr5	+	34929697	34959069	DNAJC21	29372	6208	3.39384997037727	3.66733019212724	3.73216140042974	4.20570096215696
NM_194284	-0.193863389737819	-1.17441633622446	0.0652755310291431	0.798344075412813	1	chr8	+	8559665	8561617	CLDN23	1952	1952	-1.46175715442136	-1.43390950870805	-3.47069933393384	-0.563035910242824
NM_194285	0.177931976348596	5.69513034564229	0.131533455803691	0.716847367924229	1	chr11	-	18627947	18656020	SPTY2D1	28073	5734	5.42314270657312	5.76592149244206	5.88747395947061	5.65797276341869
NM_194286	5.33260083104544	-2.72778050799336	10.0374042250406	0.00153393207594093	0.0345417427516876	chr12	+	119419299	119600856	SRRM4	181557	8477	-6.92635048729141	-6.92635048729141	-6.9263504872914	-1.66800419404354
NM_194287	1.6665552997375e-17	-3.92635065335074	0	1	1	chr14	+	77292724	77336645	LRRC74A	43921	1734	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_194291	0.266876736373786	2.68055006016675	0.299242258986915	0.584357846680769	1	chr8	-	125323158	125384940	TMEM65	61782	4307	2.50728356853695	2.54321328571459	2.66940866499699	2.91276213814147
NM_194292	0.266545431940405	1.28166049170092	0.264786738575336	0.606850508596717	1	chr1	-	100549101	100598511	SASS6	49410	3897	0.477215960384941	1.58204374192136	0.982397074001679	1.63261686093151
NM_194294	1.6665552997375e-17	-3.92635065335074	0	1	1	chr8	+	39792473	39873910	IDO2	81437	2294	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_194296	3.86809210562411	-2.14489235161054	10.0178568502209	0.00155029757165465	0.0348274441423437	chr5	-	138732455	138739776	SPATA24	7321	678	-6.92635048729141	-4.70348564166785	-6.9263504872914	-0.822569824861151
NM_194298	0.167766204104606	0.0219177315030482	0.040392301848839	0.840715493754127	1	chr10	-	61410521	61469649	SLC16A9	59128	3987	-4.51607163017132	1.23915558533513	-1.40685704656919	-0.0242333838492855
NM_194302	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	-	219867567	219906273	CCDC108	38706	5981	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_194312	1.6665552997375e-17	-3.92635065335074	0	1	1	chr2	+	239008950	239041928	ESPNL	32978	4683	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_194313	0.0970384033812372	3.75393489034671	0.0393344842074868	0.84278748220878	1	chr9	-	34252377	34329198	KIF24	76821	6227	3.95552192692384	3.41743600583445	3.81852425765356	3.74814293094859
NM_194314	-0.0185424076369128	2.50551071244825	0.00116801974936465	0.972736562235627	1	chr1	-	197122813	197169672	ZBTB41	46859	8474	2.85024940671951	2.09105788037099	2.27651182311282	2.62419828723168
NM_194318	-0.149222057503963	4.2936294432565	0.0864702522547276	0.768713395602754	1	chr13	+	31774111	31906411	B3GALTL	132300	4213	4.44825375698	4.24396675530181	3.90000794968881	4.49132291250843
NM_194324	-6.74925735347638	-1.79583272395073	23.9471559855315	9.90164543315924e-07	0.000131131021827391	chrX	+	103217199	103220563	TMSB15B	3364	666	-1.09080485985984	-1.2161024850134	-6.9263504872914	-6.92635048729141
NM_194325	0.36260870532991	-0.69900069087641	0.144053449071673	0.704284131308619	1	chr19	+	35417806	35436076	ZNF30	18270	2584	-1.20417828756478	-2.18880619468969	0.720562868188553	-4.79256520840588
NM_194326	-1.5955585077319	2.13996464069732	9.79473281644413	0.00175012437759284	0.038405394510838	chr22	-	39925097	39928860	RPS19BP1	3763	927	2.27318643085834	3.04291694641864	0.756011201246548	1.37810000176197
NM_194330	0.197497852473232	6.88879835107353	0.170097734013865	0.680024962984637	1	chr9	-	36336398	36401195	RNF38	64797	4987	6.73604808016285	6.82993809581593	7.09972676078146	6.86134181076567
NM_194359	0.307908609075798	6.98693919251268	0.405357626752703	0.524335245588171	1	chr12	-	56596287	56615753	RNF41	19466	5172	6.809538775944	6.82073004042197	7.34022399146885	6.90593186303401
NM_194435	5.75693064771988	-2.52637276605605	12.2556718428335	0.000463846119360325	0.0135980151833527	chr6	+	153071931	153080902	VIP	8971	1584	-6.92635048729141	-6.92635048729141	-0.999703928937298	-6.92635048729141
NM_194442	-0.0553241339081653	4.78398427163663	0.0134210324592239	0.907772073043549	1	chr1	-	225589203	225616557	LBR	27354	3813	4.93687175597843	4.67369854094695	4.77771343030214	4.72204069925502
NM_194449	0.0561501149165486	5.92920336628402	0.0139617562596399	0.905940981616231	1	chr18	+	60382671	60647676	PHLPP1	265005	6411	5.9680920439336	5.82006502311657	6.11097899337559	5.78950834132074
NM_194451	-0.592033462219641	0.0150432966586099	1.0121616807621	0.314385523628472	1	chr4	+	39460643	39479271	LIAS	18628	1637	-0.103492432414333	0.350371280245563	-1.25800253706001	0.202269307854801
NM_194455	-0.0190892797975792	3.75744513432259	0.00158213315030409	0.96827168050294	1	chr7	-	91828282	91875414	KRIT1	47132	4997	3.43702873811188	4.0342523834423	3.49050634922394	3.94366610573831
NM_194460	0.11716714346069	6.0184999508661	0.0612124806543388	0.804589727659758	1	chr19	-	647525	663233	RNF126	15708	1650	6.2189134085755	5.63633404196176	6.34357778156959	5.74598360636212
NM_197941	0.203939363367975	4.62035851258007	0.182060408236836	0.669608505119728	1	chr5	-	64444562	64777704	ADAMTS6	333142	7268	4.75735352148122	4.23475223808417	4.85943276010534	4.54051275234464
NM_197956	-0.480052335372288	3.64176405304736	0.933501248846177	0.333954777379663	1	chr9	-	130823511	130829599	NAIF1	6088	3398	3.83155951993585	3.8564296056213	3.64503243170485	3.08369788193668
NM_197964	-5.56370493657204	-2.59738740037623	12.8112477630679	0.000344541709536974	0.0108567901750603	chr7	+	139025877	139031065	C7orf55	5188	698	-1.96239580116072	-2.65276184495343	-6.9263504872914	-6.92635048729141
NM_197965	1.6665552997375e-17	-3.92635065335074	0	1	1	chr4	-	87744620	87770416	SLC10A6	25796	1502	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_197974	0.304924366294577	4.30868746613281	0.40884430810034	0.522556672462109	1	chr6	+	26440699	26453643	BTN3A3	12944	2910	4.25802923044194	4.0209130862726	4.56184584633497	4.32681486757965
NM_197975	1.6665552997375e-17	-3.92635065335074	0	1	1	chr5	+	180415844	180433727	BTNL3	17883	2440	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_197977	-0.222287846674709	1.67542196482554	0.197251495723772	0.656948566275779	1	chr9	+	104161135	104172942	ZNF189	11807	3289	2.19708399046278	1.14392204354261	1.94908254807331	0.9490520346366
NM_198040	0.0529320328208598	6.59415710162916	0.0124965826686498	0.910991411261744	1	chr1	-	33789223	33841194	PHC2	51971	3861	6.43192570155251	6.69282739179879	6.53045858742122	6.70021793117393
NM_198041	-1.75667494469355	-1.26162148763062	1.93495260177856	0.164217622327597	1	chr4	-	123813798	123844159	NUDT6	30361	1101	0.148207286855709	-3.34083683994003	-6.9263504872914	-2.11336992975399
NM_198046	0.113804136730257	5.36952656528697	0.0549326077030088	0.814692263782907	1	chr10	+	99205887	99217127	ZDHHC16	11240	2021	5.38445029822865	5.2239977403559	5.26363258317011	5.57186731645081
NM_198047	-2.71259247393649	-1.01528827835897	11.1057570620632	0.000860601515403928	0.0222362707949948	chr2	-	191069359	191184771	HIBCH	115412	1905	-1.32722682146568	0.12952866897011	-2.53799379928361	-3.96707200003978
NM_198057	-0.948573182159252	3.54003184342389	3.40113965569387	0.0651513909869384	0.63874235631143	chrX	-	106956451	107019017	TSC22D3	62566	2268	3.86004183008302	3.97184382886174	3.31147704452157	2.62419828723168
NM_198066	-0.143180827911629	5.10434572270118	0.0868670969778762	0.768198427847828	1	chr14	-	53241910	53258386	GNPNAT1	16476	3928	5.45733330086416	4.85150589707292	5.08176680857738	4.94066537752276
NM_198074	1.6665552997375e-17	-3.92635065335074	0	1	1	chr1	-	247693433	247697141	OR2C3	3708	2527	-6.92635048729141	-6.92635048729141	-6.9263504872914	-6.92635048729141
NM_198075	-0.417056632427757	-0.207889670448509	0.514728756491827	0.473098947556643	1	chr11	+	537521	554916	LRRC56	17395	2774	0.477215960384941	-0.940865630574613	-0.202549797495293	-1.05333791030744
NM_198076	-0.0912609312916006	3.69047402486351	0.0353722219865737	0.850817824382014	1	chr1	+	244998638	245008359	COX20	9721	2616	3.88797269935188	3.56075019598139	3.61638769949172	3.64909755705138
NM_198077	-0.596916420182854	3.02957346806193	1.09981706076683	0.294306255320388	1	chr1	-	85715636	85725355	C1orf52	9719	3263	3.71555235640439	2.75138236352653	2.41601058656705	2.85282172311522
